Time,HR,BR,Posture,Activity,PeakAccel,BatteryLevel,ECGAmplitude,ECGNoise,HRConfidence,ROGState,VerticalMin,VerticalPeak,LateralMin,LateralPeak,SagittalMin,SagittalPeak
2014-10-04 06:34:57.423,65,8.1,-61,0.6,1.46,94,0.0,0.0,0,1,-1.28,0.22,-0.42,1.34,-0.21,1.31
2014-10-04 06:34:58.423,65,8.1,-49,0.54,0.92,94,0.0,0.0,0,1,-1.32,0.07,0.06,1.55,-0.51,0.93
2014-10-04 06:34:59.423,65,7.3,-22,0.68,1.09,94,0.0,0.0,0,1,-1.44,-0.56,-0.1,0.48,-0.69,0.24
2014-10-04 06:35:00.423,65,7.3,22,0.39,0.56,94,0.0,0.0,0,1,-1.1,-0.61,-0.01,0.31,-0.65,-0.24
2014-10-04 06:35:01.423,65,6.6,27,0.35,0.86,94,0.0,0.00078,0,1,-1.21,-0.34,-0.31,0.68,-1.08,-0.06
2014-10-04 06:35:02.423,65,6.6,15,0.48,1.38,94,0.0,0.00094,0,1,-1.93,-0.53,-0.39,0.36,-1.06,0.9
2014-10-04 06:35:03.423,65,6.9,3,0.36,0.78,94,0.0,0.00148,0,1,-1.14,-0.89,-0.42,0.08,-0.13,0.74
2014-10-04 06:35:04.423,0,6.9,-10,0.24,0.45,94,0.0008,0.00064,0,1,-1.12,-0.81,-0.54,-0.18,-0.13,0.31
2014-10-04 06:35:05.423,0,7.2,-11,0.06,0.09,94,0.0008,0.00028,0,3,-1.06,-0.97,-0.27,-0.18,0.02,0.1
2014-10-04 06:35:06.423,0,7.2,-12,0.04,0.06,94,0.0008,0.00062,0,0,-1.04,-0.96,-0.28,-0.19,0.02,0.09
2014-10-04 06:35:07.423,0,7.5,-13,0.06,0.26,94,0.0008,0.0004,0,0,-1.26,-0.92,-0.46,-0.07,-0.08,0.42
2014-10-04 06:35:08.423,0,7.5,-13,0.26,1.62,94,0.0008,0.00276,0,0,-1.4,0.14,-2.67,0.24,-0.54,0.74
2014-10-04 06:35:09.423,0,8.0,-11,0.17,0.51,94,0.0008,0.00272,0,0,-1.27,-0.83,-0.55,0.03,-0.48,0.49
2014-10-04 06:35:10.423,60,8.0,-10,0.08,0.18,94,0.0008,0.00212,0,0,-1.14,-0.93,-0.28,0.1,-0.12,0.22
