Time,HR,BR,Posture,Activity,PeakAccel,BatteryLevel,ECGAmplitude,ECGNoise,HRConfidence,ROGState,VerticalMin,VerticalPeak,LateralMin,LateralPeak,SagittalMin,SagittalPeak
2014-10-02 15:58:32.429,65,8.1,-27,0.43,0.67,95,0.0,0.00366,0,1,-1.26,-0.79,-0.13,0.54,-0.48,0.83
2014-10-02 15:58:33.429,65,8.1,-20,0.25,0.36,95,0.0,0.00158,0,1,-1.14,-0.89,0.03,0.31,-0.02,0.46
2014-10-02 15:58:34.429,65,7.3,-15,0.18,0.3,95,0.0,0.00072,0,1,-1.1,-0.96,0.01,0.24,-0.06,0.33
2014-10-02 15:58:35.429,65,7.3,-13,0.09,0.21,95,0.0,0.0003,0,0,-1.12,-0.97,0.06,0.24,0.09,0.43
2014-10-02 15:58:36.429,65,6.6,-13,0.06,0.24,95,0.0,0.00014,0,0,-1.08,-0.97,0.04,0.19,-0.16,0.32
2014-10-02 15:58:37.429,65,6.6,-14,0.03,0.07,95,0.0,6e-05,0,0,-1.07,-1.0,0.06,0.13,0.2,0.28
2014-10-02 15:58:38.429,65,5.9,-13,0.02,0.04,95,0.0,2e-05,0,0,-1.07,-1.0,0.06,0.12,0.2,0.26
2014-10-02 15:58:39.429,0,5.9,-14,0.02,0.25,95,0.0008,0.0,0,0,-1.15,-0.97,0.04,0.16,0.13,0.55
2014-10-02 15:58:40.429,0,6.3,-12,0.14,0.48,95,0.0008,0.0,0,0,-1.49,-0.63,-0.16,0.43,-0.32,0.57
2014-10-02 15:58:41.429,0,6.3,-10,0.16,0.77,95,0.0008,0.0,0,0,-1.84,-0.84,-0.14,0.45,-0.31,0.62
2014-10-02 15:58:42.429,0,6.7,-6,0.15,0.53,95,0.0008,0.00024,0,0,-1.38,-0.65,-0.12,0.34,-0.32,0.32
2014-10-02 15:58:43.429,0,6.7,-7,0.1,0.32,95,0.0008,0.00182,0,3,-1.16,-0.9,-0.04,0.12,-0.08,0.48
2014-10-02 15:58:44.429,0,7.2,-8,0.1,1.14,95,0.0008,0.00186,0,0,-2.08,0.07,-0.57,0.32,-0.24,0.83
2014-10-02 15:58:45.429,0,7.2,-25,0.76,1.5,95,0.0008,0.00168,0,0,-2.03,0.42,-1.55,0.19,-0.02,1.1
2014-10-02 15:58:46.429,0,6.8,-16,1.19,2.31,95,0.0008,0.0017,0,0,-1.24,0.59,-2.09,2.22,-1.27,0.54
2014-10-02 15:58:47.429,67,6.8,49,0.97,1.53,95,0.0008,0.00174,0,0,-0.45,0.2,-0.42,0.36,-1.55,-0.44
2014-10-02 15:58:48.429,69,6.4,73,0.53,0.75,95,0.00658,0.00162,0,0,-0.32,0.32,-0.25,0.42,-1.33,-0.54
2014-10-02 15:58:49.429,67,6.4,82,0.31,0.59,95,0.00658,0.00094,0,1,-0.07,0.14,-0.06,0.27,-1.28,-0.63
2014-10-02 15:58:50.429,66,6.1,87,0.21,0.63,95,0.00412,0.0008,0,1,-0.13,0.18,-0.21,0.39,-1.56,-0.49
2014-10-02 15:58:51.429,66,6.1,92,0.34,0.81,95,0.00412,0.0008,0,1,-0.43,0.86,-0.4,0.78,-1.18,-0.56
2014-10-02 15:58:52.429,65,5.8,97,0.56,1.71,95,0.00508,0.00078,0,1,-0.71,1.89,-1.07,1.9,-1.34,0.4
2014-10-02 15:58:53.429,65,5.8,131,0.92,1.25,95,0.00508,0.00094,0,1,0.53,1.36,-0.98,1.27,-1.09,0.55
2014-10-02 15:58:54.429,65,5.5,147,0.41,0.66,95,0.00508,0.00052,0,1,0.91,1.07,0.16,0.46,-0.43,0.07
2014-10-02 15:58:55.429,65,5.5,154,0.23,0.27,95,0.00508,0.00022,0,1,0.93,1.06,0.15,0.27,-0.54,-0.12
2014-10-02 15:58:56.429,65,5.3,159,0.15,0.25,95,0.0,0.0001,0,1,0.93,1.06,0.12,0.33,-0.36,0.0
2014-10-02 15:58:57.429,65,5.3,163,0.1,0.15,95,0.0,4e-05,0,0,0.92,1.08,0.09,0.25,-0.31,-0.06
2014-10-02 15:58:58.429,65,5.0,163,0.07,0.13,95,0.0,0.00136,0,0,0.93,1.08,0.04,0.25,-0.37,-0.12
2014-10-02 15:58:59.429,65,5.0,165,0.07,0.14,95,0.0,0.00224,0,1,0.95,1.04,0.04,0.25,-0.39,-0.1
2014-10-02 15:59:00.429,65,4.9,165,0.04,0.07,95,0.0,0.00216,0,1,0.95,1.03,0.12,0.21,-0.28,-0.14
2014-10-02 15:59:01.429,65,4.9,165,0.03,0.08,95,0.0,0.00188,0,1,0.93,1.02,0.12,0.24,-0.3,-0.1
2014-10-02 15:59:02.429,65,4.7,164,0.04,0.08,95,0.0,0.0019,0,1,0.93,1.02,0.12,0.24,-0.3,-0.1
2014-10-02 15:59:03.429,65,4.7,164,0.04,0.14,95,0.0,0.0039,0,1,0.93,1.1,0.08,0.24,-0.32,-0.12
2014-10-02 15:59:04.429,0,4.7,165,0.04,0.16,95,0.0008,0.0048,0,1,0.89,1.03,0.1,0.25,-0.3,0.02
2014-10-02 15:59:05.429,62,4.7,164,0.08,0.31,95,0.0008,0.0049,0,3,0.92,1.08,0.0,0.25,-0.54,-0.01
2014-10-02 15:59:06.429,66,4.6,165,0.13,0.4,95,0.01664,0.0043,0,3,0.71,1.32,-0.25,0.43,-0.38,-0.02
2014-10-02 15:59:07.429,79,4.6,165,0.09,0.91,95,0.01664,0.00432,3,3,0.55,1.62,-0.83,0.48,-1.08,0.25
2014-10-02 15:59:08.429,84,4.2,165,0.04,0.19,95,0.01538,0.00314,6,3,0.92,1.08,0.04,0.25,-0.43,-0.06
2014-10-02 15:59:09.429,86,4.2,166,0.08,0.09,95,0.01538,0.00276,5,3,0.93,1.06,0.08,0.21,-0.3,-0.1
2014-10-02 15:59:10.429,87,4.3,166,0.06,0.56,95,0.01538,0.00238,5,1,0.75,1.14,0.07,0.26,-0.93,0.21
2014-10-02 15:59:11.429,87,4.3,166,0.07,0.13,95,0.01538,0.00186,4,1,0.93,1.1,0.12,0.27,-0.3,-0.07
2014-10-02 15:59:12.429,87,4.5,168,0.29,1.01,95,0.0132,0.0027,4,1,-0.18,1.42,0.13,0.68,-0.74,0.06
2014-10-02 15:59:13.429,87,4.5,174,0.47,1.45,95,0.0132,0.00342,3,1,0.67,2.0,-0.66,0.36,-1.1,0.79
2014-10-02 15:59:14.429,87,4.6,-177,0.57,2.2,95,0.0132,0.0027,10,1,0.13,2.34,-2.15,0.45,-0.34,1.01
2014-10-02 15:59:15.429,86,4.6,-172,0.31,1.53,95,0.0132,0.00116,16,1,-0.54,1.73,-0.31,1.53,-0.71,0.53
2014-10-02 15:59:16.429,86,4.8,-173,0.32,0.59,95,0.0,0.00052,21,1,0.63,1.2,-0.03,0.55,0.04,0.57
2014-10-02 15:59:17.429,86,4.8,-179,0.27,1.27,95,0.0,0.00364,25,1,0.49,1.6,-0.45,0.43,-1.32,0.91
2014-10-02 15:59:18.429,86,4.9,178,0.08,0.5,95,0.0,0.00168,29,1,0.95,1.06,-0.12,0.13,-0.6,0.28
