Time,V_Mean,L_Mean,S_Mean,V_STD,L_STD,S_STD,B_WF_Mean,B_WF_STD,ECG_WF_Mean,ECG_WF_STD
2014-10-02 15:58:32,1961.844827586207,2062.896551724138,2065.155172413793,7.070575857185028,7.302221856471974,16.078537207771184,6779020.133333334,13975.019125295612,729.4895104895105,1149.9389504134242
2014-10-02 15:58:33,1962.77,2063.13,2067.68,4.296710040451504,5.196453724717722,11.051651003311239,6815527.44,14722.428641021748,3798.0,0.0
2014-10-02 15:58:34,1962.0,2054.65,2066.33,2.5858980426282647,3.092431294811813,6.159586435021651,6831315.92,11816.096944141493,3798.0,0.0
2014-10-02 15:58:35,1962.17,2058.36,2065.15,2.767250759811399,3.217753780813427,5.990522818282657,6810442.32,6829.147645204164,3798.0,0.0
2014-10-02 15:58:36,1962.48,2056.19,2067.74,2.2041283579188113,2.1352973913476223,4.527402537589792,6805166.68,9307.566056350963,3798.0,0.0
2014-10-02 15:58:37,1963.29,2055.67,2069.01,1.3947593109040182,1.064154238080276,1.234970248690747,6837413.0,9089.324434009415,3798.0,0.0
2014-10-02 15:58:38,1962.93,2054.92,2068.59,1.2733079483429255,0.9916825819960853,0.7925792188680979,6841837.16,2163.8952084917705,3798.0,0.0
2014-10-02 15:58:39,1962.98,2054.82,2069.05,1.797753929746598,1.1492641475344343,2.1526352184795794,6830624.84,4729.187180689653,3798.0,0.0
2014-10-02 15:58:40,1960.94,2055.09,2064.93,10.344392908550244,6.121818901818793,12.189791224668497,6782185.6,24270.735179772826,3798.0,0.0
2014-10-02 15:58:41,1959.82,2058.32,2058.11,13.97066190054695,7.99605963565629,11.12545084774808,6803621.92,43257.333078642536,3798.0,0.0
2014-10-02 15:58:42,1961.11,2051.84,2049.91,10.719466856936942,5.09648323985675,9.065524660698852,6835451.24,36925.878767787806,3798.0,0.0
2014-10-02 15:58:43,1961.87,2053.01,2058.53,3.422017244287611,2.528604038563228,9.996418550580453,6838611.0,13576.464924026659,3453.504,695.6119102652074
