Time,HR,BR,Posture,Activity,PeakAccel,BatteryLevel,ECGAmplitude,ECGNoise,HRConfidence,ROGState,VerticalMin,VerticalPeak,LateralMin,LateralPeak,SagittalMin,SagittalPeak
2014-10-01 19:33:00.448,65,8.1,165,0.11,0.19,81,0.0,0.0,0,1,0.8,1.04,0.19,0.27,-0.21,-0.08
2014-10-01 19:33:01.448,65,8.1,168,0.12,0.19,81,0.0,0.0,0,0,0.93,1.1,0.0,0.2,-0.25,-0.14
2014-10-01 19:33:02.448,65,7.3,169,0.13,0.19,81,0.0,0.0,0,0,0.91,1.06,-0.09,0.06,-0.3,-0.07
2014-10-01 19:33:03.448,65,7.3,170,0.08,0.18,81,0.0,4e-05,0,0,0.91,1.08,-0.13,0.01,-0.18,-0.02
2014-10-01 19:33:04.448,65,6.6,170,0.07,0.1,81,0.0,6e-05,0,0,0.96,1.03,-0.14,-0.06,-0.21,-0.14
2014-10-01 19:33:05.448,65,6.6,170,0.04,0.08,81,0.0,6e-05,0,0,0.95,1.02,-0.13,-0.03,-0.2,-0.1
2014-10-01 19:33:06.448,65,5.9,170,0.04,0.28,81,0.0,0.00012,0,0,0.91,1.08,-0.13,0.06,-0.16,0.16
2014-10-01 19:33:07.448,0,5.9,174,0.17,0.37,81,0.0008,0.00018,0,0,0.79,1.33,-0.14,0.18,-0.15,0.19
2014-10-01 19:33:08.448,0,6.3,175,0.16,0.33,81,0.0008,0.0002,0,0,0.92,1.33,-0.16,0.19,-0.36,0.03
2014-10-01 19:33:09.448,0,6.3,174,0.1,0.18,81,0.0008,0.00026,0,0,0.89,1.08,-0.03,0.18,-0.24,-0.02
2014-10-01 19:33:10.448,0,6.7,174,0.08,0.2,80,0.0008,0.0005,0,0,0.8,1.16,-0.14,0.15,-0.2,0.03
2014-10-01 19:33:11.448,0,6.7,175,0.05,0.21,78,0.0008,0.0007,0,3,0.87,1.19,-0.09,0.13,-0.16,0.13
2014-10-01 19:33:12.448,67,6.4,178,0.1,0.24,77,0.0008,0.00136,0,3,0.89,1.16,-0.03,0.1,-0.32,0.12
2014-10-01 19:33:13.448,83,6.4,178,0.07,0.24,76,0.0168,0.00136,0,3,0.9,1.16,-0.02,0.12,-0.26,0.14
2014-10-01 19:33:14.448,90,6.3,177,0.06,0.09,77,0.0168,0.0039,0,3,0.96,1.08,-0.08,0.09,-0.12,0.02
2014-10-01 19:33:15.448,93,6.3,177,0.06,0.13,77,0.0168,0.00218,0,3,0.9,1.1,-0.01,0.14,-0.13,0.07
2014-10-01 19:33:16.448,94,6.6,176,0.06,0.21,77,0.0168,0.00136,0,1,0.81,1.15,-0.15,0.06,-0.25,-0.03
2014-10-01 19:33:17.448,95,6.6,175,0.07,0.1,77,0.00452,0.00072,0,0,0.92,1.07,-0.12,0.02,-0.16,-0.02
2014-10-01 19:33:18.448,95,6.8,173,0.13,0.34,77,0.00452,0.00056,0,0,0.85,1.37,-0.16,0.16,-0.34,0.06
2014-10-01 19:33:19.448,95,6.8,173,0.17,0.26,77,0.00452,0.00146,0,0,0.81,1.24,-0.19,0.13,-0.37,0.04
