Time,V_Mean,L_Mean,S_Mean,V_STD,L_STD,S_STD,B_WF_Mean,B_WF_STD,ECG_WF_Mean,ECG_WF_STD
2014-10-03 21:45:56,1963.482142857143,2059.5714285714284,2039.017857142857,2.5225605420508015,3.9351892312462393,2.4605326210438863,7709065.5,3614.9831311449384,1969.7122302158273,84.30708573074071
2014-10-03 21:45:57,1961.5,2054.59,2046.38,2.488356725214125,3.5847460217434834,4.467118927804563,7712628.44,7017.021204899123,2035.488,82.21766741608094
2014-10-03 21:45:58,1965.49,2071.86,2048.89,2.7615505818582653,4.865919411290158,4.713820214019716,7693600.88,6186.345463465162,1974.592,69.77141058442027
2014-10-03 21:45:59,1960.11,2051.11,2054.27,4.8406840655244565,6.967304595992546,6.058394293386762,7656827.56,9450.334888598936,2009.896,51.71319174836548
2014-10-03 21:46:00,1962.62,2058.63,2056.98,1.9268438630899472,3.762266134213136,4.832507766484642,7688558.44,41544.665269321864,1936.736,54.356793023422064
2014-10-03 21:46:01,1963.56,2069.12,2047.0,1.584776057212963,1.827290316011704,3.5133224081249534,7777491.36,13364.914680111919,1962.66,65.28319832802111
2014-10-03 21:46:02,1963.73,2069.77,2043.44,1.8632815626786126,0.7227193316378354,2.001615509148739,7793957.92,3877.3374984218394,1976.604,52.86414337354238
2014-10-03 21:46:03,1964.72,2072.23,2047.8,1.137780934339081,2.0193758411638663,1.8694784018408597,7794957.0,2332.531904033378,2014.956,50.80455170450363
2014-10-03 21:46:04,1964.89,2072.61,2044.73,1.4417651919389403,3.6567220514578267,3.984452106106979,7742662.68,23233.027941058506,1965.504,58.66597626464888
2014-10-03 21:46:05,1964.28,2067.88,2037.56,1.5896127474541486,2.7387234363116315,1.513040954268369,7690190.76,4961.311850038084,1949.616,53.0518854916286
2014-10-03 21:46:06,1964.88,2067.55,2036.56,0.7821235015758272,2.066446713612939,0.9880089150212978,7689202.48,2735.571331550357,1981.82,58.46987691131307
2014-10-03 21:46:07,1965.01,2068.96,2036.8,1.0683225783035901,1.588595720639949,0.9847319278345045,7683738.52,3317.2463746305775,1980.416,46.07871456261518
2014-10-03 21:46:08,1965.92,2074.0,2039.93,1.8623326309450432,4.177863742937282,2.3495325131402462,7680251.32,773.6539773479939,1967.752,64.39326413425128
2014-10-03 21:46:09,1963.72,2057.17,2038.05,5.359933664597611,17.096313620015927,3.3465646489340273,7675377.88,6402.704235450749,2022.512,87.76649524019405
2014-10-03 21:46:10,1998.14,2071.33,1991.71,15.024572465723448,14.150029446376664,22.253495923294174,7696698.68,13922.709182362838,1995.408,99.92781298131635
2014-10-03 21:46:11,2009.35,2078.34,1985.62,2.4386409528608195,3.962500995761441,3.1487691999808667,7699195.32,3131.2376110197083,1955.028,61.20191101302785
2014-10-03 21:46:12,2017.77,2082.51,1981.55,5.595551985300492,4.115737227920812,6.581846782682208,7724176.4,6807.386649808855,2043.576,48.892187597121534
2014-10-03 21:46:13,2026.46,2072.44,1974.09,2.603106147693833,1.1574964275530564,1.7355172721756649,7697595.04,8820.821709077965,2045.592,43.86829430214847
2014-10-03 21:46:14,2024.81,2074.24,1976.69,3.7891258553227134,2.3142946216850566,4.906592143702875,7694311.16,9923.422274598624,2040.168,72.03588307086409
2014-10-03 21:46:15,2035.21,2067.12,1970.67,7.542867391439746,5.2170660124041035,4.815914274883851,7708197.72,13481.553102047688,1981.216,49.75402694041078
2014-10-03 21:46:16,2048.07,2063.32,1968.54,1.5970616959298236,1.8028036526757274,2.7095789676292954,7671334.44,4237.785359910375,1928.004,47.70495819246228
2014-10-03 21:46:17,2047.2,2062.13,1969.77,1.9279968146166124,3.047287251960188,2.541990789070086,7670566.44,7898.048398603014,1910.296,47.31727042340119
2014-10-03 21:46:18,2050.0,2060.04,1969.3,1.4633571475938825,1.6692101803732808,1.7378728435078037,7674173.4,1219.1879811304539,1993.312,40.55556275879713
2014-10-03 21:46:19,2033.66,2051.61,1968.92,21.6586092244023,10.487024209358239,10.917209100564712,7672814.88,8038.312925815942,2029.12,135.09574769094942
2014-10-03 21:46:20,1970.59,2060.34,2035.23,8.917234476398617,11.114845836978326,17.559627133014708,7705788.76,51413.91787434589,2045.732,62.9445808392443
2014-10-03 21:46:21,1996.66,2050.9,2006.1,30.378827023325428,7.583208457179964,40.383389924796504,7719938.48,57712.67069581271,1926.048,51.471808636741635
2014-10-03 21:46:22,2032.26,2041.69,1967.8,20.415195370610455,5.3930276723514465,15.769168230020009,7620261.8,19887.76009048462,1997.916,74.52395738888025
2014-10-03 21:46:23,1965.06,2048.1,2050.27,9.345035953365713,5.3285963812192865,13.799322922930376,7694783.84,60596.405067792526,2086.424,64.49460785032441
2014-10-03 21:46:24,1964.61,2032.11,2053.18,5.247211861858882,5.940606709824037,8.109577826573576,7654649.56,17480.677799787383,2059.508,55.079368946404415
2014-10-03 21:46:25,1962.82,2051.48,2066.63,8.162961435284185,10.672801266241182,7.946354224079532,7666478.04,31403.350071395926,1973.912,93.14065159703219
2014-10-03 21:46:26,1960.91,2035.12,2053.41,4.330057036505844,6.694306339998076,4.608062762619885,7640521.52,16412.644772451036,1975.948,73.07536748681686
2014-10-03 21:46:27,1962.06,2062.41,2059.32,4.668441221044064,7.5706704131834615,4.75432817163865,7688145.52,19569.60985201262,1959.58,68.68070878373456
2014-10-03 21:46:28,1965.07,2073.71,2051.16,2.152072057672326,2.6219547030121673,4.785753268131651,7779399.64,30559.196560228338,1803.344,96.53973974171235
2014-10-03 21:46:29,1967.8,2081.23,2053.29,3.8690692640086524,4.908979609661967,2.77177330832294,7847460.96,34009.46530315749,1885.992,67.2757910712094
2014-10-03 21:46:30,1963.65,2064.72,2057.42,3.3162440723618194,13.242935986229217,6.194132120585775,7817144.08,56784.91470666645,1975.868,79.30548540967537
2014-10-03 21:46:31,1974.09,2027.94,2015.25,5.918802431423249,3.620424663969098,11.108623458894868,7637055.64,14040.739311256466,2070.8,70.90759867743968
2014-10-03 21:46:32,1966.05,2028.34,2054.16,5.946520924970595,7.07423836782787,15.722800788868891,7654750.32,31696.009856289304,2062.652,47.67547271706064
2014-10-03 21:46:33,1963.97,2050.23,2070.84,6.507889539829831,4.598759165099316,4.289333728958972,7819948.72,62159.11347201354,2023.396,84.73141587003761
2014-10-03 21:46:34,1963.39,2047.87,2068.93,1.607400813032431,3.6087855759705483,1.9604936504707462,7798444.08,30062.368287888556,1900.136,74.30836045651228
2014-10-03 21:46:35,1963.34,2050.52,2067.9,1.386952185057694,4.255667641006365,1.6907353011591313,7831890.68,23700.129185161353,2002.488,51.64726144199507
2014-10-03 21:46:36,1963.0,2055.49,2066.84,3.058355007767323,5.756849236458345,4.071879421127612,7813032.4,16315.593757711773,2014.572,77.37150778463271
2014-10-03 21:46:37,1963.18,2030.3,2059.35,4.899762929742098,3.439227068438952,5.468689573980082,7679468.28,31966.238308982807,1972.368,71.50224373708662
2014-10-03 21:46:38,1964.08,2036.11,2068.6,4.3916357597670075,9.713985544127498,9.197057061140143,7636090.76,14746.68074596228,1895.276,78.3868472083235
2014-10-03 21:46:39,1964.94,2042.06,2074.67,0.993107560268586,2.9501583590435523,6.195558852512592,7661953.44,18746.207572199528,1979.936,57.014793261068554
2014-10-03 21:46:40,1964.47,2047.29,2071.79,0.968754276627642,3.551340620388297,1.8493515106925136,7711646.36,26530.74660634326,1993.508,70.98425879012842
2014-10-03 21:46:41,1963.3,2037.89,2065.29,7.588534679755991,15.455962204818265,9.08689254704927,7666561.6,34366.31860557626,1964.708,61.23592155225076
2014-10-03 21:46:42,1964.4,2070.44,2063.17,2.4741083487212205,1.4447396745687844,3.9365036016826593,7827335.96,21790.981749873674,1985.508,80.21373266237211
2014-10-03 21:46:43,1959.54,2041.44,2061.97,6.2723056511794715,11.94543148376518,5.026103577496008,7732686.68,67534.42759852187,1988.136,69.14043028794083
2014-10-03 21:46:44,1965.3,2068.17,2036.28,4.098533859562348,3.2194327877358564,7.059745037889172,7755321.16,46499.88910442004,2013.264,99.29612877023416
2014-10-03 21:46:45,1960.62,2049.89,2049.33,5.417480125398772,8.529088669685182,4.970732523298692,7676008.88,24600.0499869407,2045.036,81.09572597297726
2014-10-03 21:46:46,1964.85,2070.54,2039.74,4.59770474137788,11.162183631992889,2.3936785435176673,7719964.04,22515.914176569917,1840.86,59.91460120664245
2014-10-03 21:46:47,1966.11,2079.33,2041.8,1.1182146665126305,3.0684283477462664,5.243562671976927,7747243.08,6530.162440041852,1971.696,48.15957811126893
2014-10-03 21:46:48,1968.64,2081.63,2036.02,4.4256369740708,4.3196871379413375,4.376198248606967,7791337.2,47912.8215990602,2026.98,103.01769840536623
2014-10-03 21:46:49,1971.4,2087.09,2035.26,4.107150699534555,3.9263291515183143,3.8101936640511234,7964971.2,76991.44480774079,2005.668,58.82215534846834
2014-10-03 21:46:50,1971.02,2081.57,2031.43,5.427166978649457,7.748906732924307,5.477695821707473,8028345.32,30156.036799895675,1998.42,59.072989363067876
2014-10-03 21:46:51,1966.71,2071.35,2030.07,3.7880593896338186,7.144079981906604,5.793160369841872,7929406.68,80270.5814203429,1998.372,57.418788607393694
2014-10-03 21:46:52,1965.54,2068.93,2035.79,2.76127623838082,3.6272119688085356,5.063824960671811,7869402.16,15928.460994082241,2000.772,42.905331672692824
2014-10-03 21:46:53,1965.08,2069.27,2036.37,3.6891322786933993,3.510028921576448,7.560737230902101,7843676.4,10045.67607646879,1983.952,101.59086826115933
2014-10-03 21:46:54,1965.02,2071.39,2037.75,1.1099185519304255,0.8864296789693501,3.5714213564139667,7854507.92,5389.480416515302,1991.236,60.23265055408974
2014-10-03 21:46:55,1965.21,2071.69,2038.07,1.4584826763359373,1.5550179446169468,3.9112761099264106,7840769.12,8502.515702818138,1963.856,46.532228154560876
2014-10-03 21:46:56,1966.39,2073.66,2037.42,2.440793876482482,1.8158672135852212,6.622856047221823,7817097.2,5973.445278898975,1987.776,74.46223419482618
2014-10-03 21:46:57,1966.08,2075.42,2038.46,1.9831614389477137,2.6368790858003295,4.154637180429846,7822103.0,2787.7160454394675,1991.16,54.50631296107318
2014-10-03 21:46:58,1965.05,2072.34,2038.37,2.896793769223767,2.1612753436599803,2.1957488771062095,7826033.16,10390.770065624589,1979.412,50.71427814759982
2014-10-03 21:46:59,1965.06,2070.99,2042.87,1.7222254806095763,6.385740111191422,6.6722022472558855,7825327.08,16806.748314590866,2002.96,98.46773063244427
